ISIN,event_date,proxy,raw_return,abnormal_return,market_return,broad_shock,event_id
GRS516003001,2020-09-09,median,-0.07874015748031493,-0.07991379176130227,0.0,False,GRS516003001|2020-09-09
GRS517003000,2019-09-02,median,-0.05882352941176461,-0.059829637059267964,0.0,False,GRS517003000|2019-09-02
GRS517003000,2020-08-10,median,-0.05074626865671639,-0.04131903996445871,-0.010971207563386376,False,GRS517003000|2020-08-10
GRS518003009,2020-03-23,median,-0.07334710743801653,-0.04653377117644774,-0.021739130434782594,True,GRS518003009|2020-03-23
GRS518003009,2020-04-30,median,-0.05092592592592604,-0.0444718257874395,-0.006493506493506551,False,GRS518003009|2020-04-30
GRS518003009,2022-08-29,median,-0.05741127348643005,-0.035791825169132825,-0.01909438079650838,False,GRS518003009|2022-08-29
GRS520003005,2020-04-08,median,-0.06832298136645976,-0.06828648934763627,0.0,False,GRS520003005|2020-04-08
GRS520003005,2020-05-11,median,-0.05847953216374269,-0.05837983362230495,0.0,False,GRS520003005|2020-05-11
100974271034,2019-09-27,equal_weight_mean,-0.052767052767052625,-0.05287748819508491,0.0013775925406966359,False,100974271034|2019-09-27
100974271034,2020-03-12,equal_weight_mean,-0.18881118881118886,-0.06592380382972152,-0.07316600033411083,True,100974271034|2020-03-12
100974271034,2022-05-03,equal_weight_mean,-0.0780841799709725,-0.04780639328581792,-0.0182030431936546,False,100974271034|2022-05-03
BE0974303357,2020-03-09,equal_weight_mean,-0.26595744680851063,-0.11025411519388453,-0.1141753227776122,True,BE0974303357|2020-03-09
BE0974303357,2020-11-12,equal_weight_mean,-0.059887005649717606,-0.06389237089740687,0.001754543892171334,False,BE0974303357|2020-11-12
BE0974303357,2021-09-23,equal_weight_mean,-0.05719557195571945,-0.04652524561057092,-0.010115749622311342,False,BE0974303357|2021-09-23
BE0974303357,2022-03-02,equal_weight_mean,-0.053333333333333344,-0.048711040424729485,-0.005224530117043545,False,BE0974303357|2022-03-02
CH0198251305,2020-02-28,equal_weight_mean,-0.07371167645140253,-0.05663076968232433,-0.04096094960148619,True,CH0198251305|2020-02-28
CH0198251305,2020-04-08,equal_weight_mean,-0.05701754385964919,-0.06696947446389881,0.01218912597147268,False,CH0198251305|2020-04-08
CH0198251305,2022-02-24,equal_weight_mean,-0.08539325842696621,-0.03737444845770469,-0.06641067449120308,True,CH0198251305|2022-02-24
GRK014011008,2020-03-17,equal_weight_mean,-0.10961538461538467,-0.13220357542612488,0.028540890134956816,True,GRK014011008|2020-03-17
GRK014011008,2020-05-18,equal_weight_mean,-0.08582089552238803,-0.0900841614029598,0.012125740197763225,False,GRK014011008|2020-05-18
GRK014011008,2020-06-15,equal_weight_mean,-0.09607843137254901,-0.09660429468705063,0.0014753869006207813,False,GRK014011008|2020-06-15
GRK014011008,2021-02-03,equal_weight_mean,-0.12307692307692308,-0.12468596690557958,0.0036554031551960763,False,GRK014011008|2021-02-03
GRK014011008,2021-04-15,equal_weight_mean,-0.12396694214876036,-0.12407907788080817,-0.0019864508410421685,False,GRK014011008|2021-04-15
GRK014011008,2022-03-07,equal_weight_mean,-0.07053941908713701,-0.08587148491053974,0.02474968340112898,False,GRK014011008|2022-03-07
GRK014011008,2022-06-20,equal_weight_mean,-0.07407407407407407,-0.07565803794567444,0.0047404060486141274,False,GRK014011008|2022-06-20
GRS001003037,2019-12-18,equal_weight_mean,-0.06823529411764695,-0.1304604148635345,0.01799808769064819,False,GRS001003037|2019-12-18
GRS001003037,2021-04-29,equal_weight_mean,-0.29895104895104896,-0.2987050216490863,0.0013959381279665865,False,GRS001003037|2021-04-29
GRS001003037,2021-06-02,equal_weight_mean,-0.06250000000000022,-0.09773826362751459,0.01503092364282338,False,GRS001003037|2021-06-02
GRS001003037,2021-09-16,equal_weight_mean,-0.18200836820083688,-0.18195056378948504,0.002125782620356807,False,GRS001003037|2021-09-16
GRS001003037,2021-11-22,equal_weight_mean,-0.549367088607595,-0.5245868847400228,-0.010854117446886663,False,GRS001003037|2021-11-22
GRS001003037,2021-12-27,equal_weight_mean,-0.3436166721365278,-0.3128175951565013,-0.006971434644438439,False,GRS001003037|2021-12-27
GRS003003035,2022-07-14,equal_weight_mean,-0.05067567567567566,-0.0446489455801363,-0.0037846930770835483,False,GRS003003035|2022-07-14
GRS004013009,2020-02-28,equal_weight_mean,-0.05241935483870974,-0.02914740551551275,-0.04096094960148619,True,GRS004013009|2020-02-28
GRS004013009,2022-02-24,equal_weight_mean,-0.06047516198704106,-0.03179456677955814,-0.06641067449120308,True,GRS004013009|2022-02-24
GRS014003032,2020-04-21,equal_weight_mean,-0.14198161389172614,-0.14052376758267124,-0.00015442679823754745,True,GRS014003032|2020-04-21
GRS014003032,2020-10-26,equal_weight_mean,-0.2426160337552743,-0.19810847257892425,-0.019086577839422778,False,GRS014003032|2020-10-26
GRS014003032,2021-03-18,equal_weight_mean,-0.22045454545454535,-0.19423609627332405,-0.006404827577786419,False,GRS014003032|2021-03-18
GRS014003032,2021-04-20,equal_weight_mean,-0.5096153846153846,-0.5046707514130248,0.001143955181831476,False,GRS014003032|2021-04-20
GRS014003032,2022-05-19,equal_weight_mean,-0.07815126050420163,-0.05384393406789065,-0.013482665491043168,False,GRS014003032|2022-05-19
GRS014003032,2022-07-05,equal_weight_mean,-0.10888888888888881,-0.06626839473277552,-0.023267521251823974,False,GRS014003032|2022-07-05
GRS015003007,2020-03-17,equal_weight_mean,-0.126,-0.1770863361307756,0.028540890134956816,True,GRS015003007|2020-03-17
GRS015003007,2020-04-21,equal_weight_mean,-0.14269384644694227,-0.13935231651838317,-0.00015442679823754745,True,GRS015003007|2020-04-21
GRS015003007,2021-05-21,equal_weight_mean,-0.2720967741935484,-0.24374285407351304,-0.00846647772651655,False,GRS015003007|2021-05-21
GRS015003007,2022-07-05,equal_weight_mean,-0.09347879990081831,-0.04899328898088065,-0.023267521251823974,False,GRS015003007|2022-07-05
GRS015003007,2022-08-05,equal_weight_mean,-0.05733304702598241,-0.042553441075198484,-0.007122458274059677,False,GRS015003007|2022-08-05
GRS045003001,2020-07-15,equal_weight_mean,-0.19587628865979378,-0.198730375565546,0.003019218995112374,False,GRS045003001|2020-07-15
GRS045003001,2021-03-02,equal_weight_mean,-0.11111111111111105,-0.11299596434762031,0.006824050376311747,False,GRS045003001|2021-03-02
GRS045003001,2021-04-06,equal_weight_mean,-0.14599065084501983,-0.14917331431229117,0.010725949432343843,False,GRS045003001|2021-04-06
GRS045003001,2022-04-04,equal_weight_mean,-0.17355371900826444,-0.17391983567836036,1.7726135277021494e-05,False,GRS045003001|2022-04-04
GRS045003001,2022-05-23,equal_weight_mean,-0.1842105263157895,-0.1789733304748517,-0.006349048736428169,False,GRS045003001|2022-05-23
GRS045003001,2022-11-21,equal_weight_mean,-0.17272727272727273,-0.17024009303350263,0.00024443727623155794,False,GRS045003001|2022-11-21
GRS047063003,2019-10-10,equal_weight_mean,-0.09999999999999998,-0.10554451375754496,0.0020983724993915336,False,GRS047063003|2019-10-10
GRS047063003,2020-01-03,equal_weight_mean,-0.1923076923076923,-0.1904487151652204,-0.009554348899938116,False,GRS047063003|2020-01-03
GRS047063003,2020-03-02,equal_weight_mean,-0.050909090909090904,-0.13073781647682398,0.06190946043953508,False,GRS047063003|2020-03-02
GRS047063003,2021-01-15,equal_weight_mean,-0.1312500000000001,-0.12971119775163775,-0.0006287738664646046,False,GRS047063003|2021-01-15
GRS047063003,2021-06-22,equal_weight_mean,-0.12967289719626174,-0.13238963783540733,-0.011915817847288884,False,GRS047063003|2021-06-22
GRS047063003,2022-06-17,equal_weight_mean,-0.09787234042553183,-0.09906115670584577,0.006930888466450954,False,GRS047063003|2022-06-17
GRS047063003,2022-10-28,equal_weight_mean,-0.08699763593380616,-0.08489936140447431,-0.0018347957824906493,False,GRS047063003|2022-10-28
GRS054003009,2021-05-07,equal_weight_mean,-0.051724137931034364,-0.05763579325071156,0.005038777280995229,False,GRS054003009|2021-05-07
GRS054003009,2021-10-08,equal_weight_mean,-0.052197802197802234,-0.05618212323647763,0.003228530791892921,False,GRS054003009|2021-10-08
GRS054003009,2022-02-03,equal_weight_mean,-0.06306306306306309,-0.055287166374687544,-0.006528592209014137,False,GRS054003009|2022-02-03
GRS054003009,2022-05-02,equal_weight_mean,-0.05368098159509205,-0.0556948831265773,0.0021196692419283105,False,GRS054003009|2022-05-02
GRS054003009,2022-06-17,equal_weight_mean,-0.09999999999999998,-0.10799884690706758,0.006930888466450954,False,GRS054003009|2022-06-17
GRS054003009,2022-07-18,equal_weight_mean,-0.08253968253968258,-0.08934210632209011,0.006939913349184509,False,GRS054003009|2022-07-18
GRS054003009,2022-09-02,equal_weight_mean,-0.07894736842105265,-0.07981530398892503,0.0009741550459215526,False,GRS054003009|2022-09-02
GRS065003014,2019-10-09,equal_weight_mean,-0.05666666666666642,-0.06845777106815004,0.011137292273338636,False,GRS065003014|2019-10-09
GRS065003014,2020-03-12,equal_weight_mean,-0.23199999999999998,-0.1780200240967619,-0.07316600033411083,True,GRS065003014|2020-03-12
GRS065003014,2020-11-10,equal_weight_mean,-0.059071729957806074,-0.06309059582094939,0.0017786687027651945,False,GRS065003014|2020-11-10
GRS065003014,2021-07-28,equal_weight_mean,-0.05240174672489084,-0.0524658108915014,-0.0004684032894826329,False,GRS065003014|2021-07-28
GRS065003014,2022-05-03,equal_weight_mean,-0.06724890829694319,-0.05549310282556822,-0.0182030431936546,False,GRS065003014|2022-05-03
GRS070003009,2019-12-10,equal_weight_mean,-0.28716904276985744,-0.27396704160282825,-0.006229065158186893,False,GRS070003009|2019-12-10
GRS070003009,2020-03-23,equal_weight_mean,-0.1709401709401709,-0.10551991038763493,-0.036694176307205825,True,GRS070003009|2020-03-23
GRS070003009,2020-09-04,equal_weight_mean,-0.09369024856596564,-0.08653007793494642,-0.004234505681208268,False,GRS070003009|2020-09-04
GRS070003009,2021-01-01,equal_weight_mean,-0.10837438423645318,-0.08450984569864221,-0.01428495345168118,False,GRS070003009|2021-01-01
GRS070003009,2021-02-03,equal_weight_mean,-0.08166666666666667,-0.09023202088661356,0.0036554031551960763,False,GRS070003009|2021-02-03
GRS070003009,2021-04-15,equal_weight_mean,-0.2996794871794872,-0.296245897555783,-0.0019864508410421685,False,GRS070003009|2021-04-15
GRS070003009,2021-12-27,equal_weight_mean,-0.21959319219593187,-0.2050169832663119,-0.006971434644438439,False,GRS070003009|2021-12-27
GRS070003009,2022-05-05,equal_weight_mean,-0.30000000000000004,-0.2756571238235657,-0.016422307305980988,False,GRS070003009|2022-05-05
GRS084003011,2020-03-16,equal_weight_mean,-0.1874999999999999,-0.12238387859183368,-0.0679716018326694,True,GRS084003011|2020-03-16
GRS084003011,2020-11-30,equal_weight_mean,-0.07199999999999995,-0.06785327162676501,-0.0020718025422894514,False,GRS084003011|2020-11-30
GRS084003011,2021-04-02,equal_weight_mean,-0.07555555555555549,-0.05878277522060326,-0.01298405565097019,False,GRS084003011|2021-04-02
GRS084003011,2021-04-30,equal_weight_mean,-0.0630303030303031,-0.05585381659720948,-0.004408745652237567,False,GRS084003011|2021-04-30
GRS084003011,2022-01-06,equal_weight_mean,-0.08813559322033904,-0.07286839675293369,-0.009261934866682005,False,GRS084003011|2022-01-06
GRS087003000,2020-05-04,equal_weight_mean,-0.10872070687668067,-0.05941349742324583,-0.02649585833324616,False,GRS087003000|2020-05-04
GRS087003000,2020-08-20,equal_weight_mean,-0.07058823529411773,-0.06102761623711886,-0.00512167714874605,False,GRS087003000|2020-08-20
GRS087003000,2021-04-15,equal_weight_mean,-0.06474820143884885,-0.06059155881005041,-0.0019864508410421685,False,GRS087003000|2021-04-15
GRS087003000,2021-09-30,equal_weight_mean,-0.12990654205607477,-0.11880749605985877,-0.005843973065556456,False,GRS087003000|2021-09-30
GRS088003017,2020-02-27,equal_weight_mean,-0.11553784860557759,-0.07556771126421932,-0.035414450055596236,True,GRS088003017|2020-02-27
GRS088003017,2020-05-04,equal_weight_mean,-0.1071428571428571,-0.07788200033544827,-0.02649585833324616,False,GRS088003017|2020-05-04
GRS088003017,2021-03-25,equal_weight_mean,-0.051465798045602584,-0.0429305630995335,-0.007421636125231857,False,GRS088003017|2021-03-25
GRS088003017,2021-10-11,equal_weight_mean,-0.050000000000000044,-0.04354548248964379,-0.0062785751055985176,False,GRS088003017|2021-10-11
GRS088003017,2022-01-06,equal_weight_mean,-0.06093750000000009,-0.05022723815658671,-0.009261934866682005,False,GRS088003017|2022-01-06
GRS088003017,2022-08-24,equal_weight_mean,-0.1230769230769232,-0.12281424657448296,-0.000788823160293814,False,GRS088003017|2022-08-24
GRS092103001,2019-09-04,equal_weight_mean,-0.1968503937007875,-0.1993423625982083,0.0031839324101740982,False,GRS092103001|2019-09-04
GRS092103001,2020-02-14,equal_weight_mean,-0.19512195121951215,-0.1976211625303684,0.002768760011609178,False,GRS092103001|2020-02-14
GRS092103001,2020-07-06,equal_weight_mean,-0.196078431372549,-0.19936752917684017,-0.00498405484566704,False,GRS092103001|2020-07-06
GRS092103001,2020-12-23,equal_weight_mean,-0.18343195266272183,-0.1852391062281738,0.0013752869156455178,False,GRS092103001|2020-12-23
GRS092103001,2021-02-09,equal_weight_mean,-0.19333333333333336,-0.1976151085084157,-0.014285339900857128,False,GRS092103001|2021-02-09
GRS092103001,2022-03-04,equal_weight_mean,-0.19548872180451127,-0.18302890567351257,-0.030315412080060947,False,GRS092103001|2022-03-04
GRS092103001,2022-04-06,equal_weight_mean,-0.1691176470588237,-0.1635637639565653,-0.006979225851216377,False,GRS092103001|2022-04-06
GRS092103001,2022-07-19,equal_weight_mean,-0.20000000000000007,-0.20126515729614583,0.0005246250499579629,False,GRS092103001|2022-07-19
GRS096003009,2020-03-03,equal_weight_mean,-0.07785277036571958,-0.05800517389818968,-0.01856180924513946,True,GRS096003009|2020-03-03
GRS096003009,2020-03-31,equal_weight_mean,-0.05521472392638027,-0.05183024335579593,-0.002959661494748698,False,GRS096003009|2020-03-31
GRS096003009,2020-07-01,equal_weight_mean,-0.05647058823529416,-0.05552222327976669,0.00027440344481435776,False,GRS096003009|2020-07-01
GRS096003009,2020-10-29,equal_weight_mean,-0.11385606874328691,-0.08019535857924437,-0.04093985641855008,False,GRS096003009|2020-10-29
GRS096003009,2022-10-31,equal_weight_mean,-0.05458437388512305,-0.05996797594340038,0.0052756114314119786,False,GRS096003009|2022-10-31
GRS106003007,2020-04-01,equal_weight_mean,-0.10480349344978179,-0.0836555220149396,-0.017048181421139123,False,GRS106003007|2020-04-01
GRS106003007,2020-09-18,equal_weight_mean,-0.06425702811244982,-0.06231470425313815,-0.001221777339612382,False,GRS106003007|2020-09-18
GRS106003007,2020-12-24,equal_weight_mean,-0.06222222222222229,-0.06341676975044697,0.0007559997988277932,False,GRS106003007|2020-12-24
GRS106003007,2021-04-30,equal_weight_mean,-0.0702549575070821,-0.06422544924599644,-0.004408745652237567,False,GRS106003007|2021-04-30
GRS106003007,2021-07-09,equal_weight_mean,-0.05791505791505791,-0.08199504908321847,0.017979280147694458,False,GRS106003007|2021-07-09
GRS106003007,2022-03-04,equal_weight_mean,-0.09953703703703709,-0.08009595760679064,-0.030315412080060947,False,GRS106003007|2022-03-04
GRS117123000,2020-03-10,equal_weight_mean,-0.0931677018633541,-0.10958655817093699,0.04154249146839973,False,GRS117123000|2020-03-10
GRS117123000,2020-06-04,equal_weight_mean,-0.061224489795918435,-0.06120364889998478,-0.0017910775747546994,False,GRS117123000|2020-06-04
GRS117123000,2020-07-23,equal_weight_mean,-0.08965517241379306,-0.0879883325450022,-0.003532210829203077,False,GRS117123000|2020-07-23
GRS117123000,2022-04-27,equal_weight_mean,-0.050000000000000044,-0.032051284663732874,-0.01861701118865472,False,GRS117123000|2022-04-27
GRS117123000,2022-06-10,equal_weight_mean,-0.05660377358490576,-0.04192964455535892,-0.015329677180940448,False,GRS117123000|2022-06-10
GRS117123000,2022-10-20,equal_weight_mean,-0.0512820512820511,-0.056366132518240936,0.005970928982773298,False,GRS117123000|2022-10-20
GRS120131008,2019-09-04,equal_weight_mean,-0.08571428571428574,-0.08637610552536483,0.0031839324101740982,False,GRS120131008|2019-09-04
GRS131003006,2019-08-29,equal_weight_mean,-0.27338129496402874,-0.28464374623768196,0.008123615273859758,False,GRS131003006|2019-08-29
GRS131003006,2021-04-19,equal_weight_mean,-0.09756097560975607,-0.11146845146465266,-0.017348001651541184,False,GRS131003006|2021-04-19
GRS135003002,2019-09-18,equal_weight_mean,-0.19841269841269837,-0.1924961401134295,0.008324545528505083,False,GRS135003002|2019-09-18
GRS135003002,2019-11-21,equal_weight_mean,-0.18518518518518523,-0.19062219353196516,-0.0054444014851523686,False,GRS135003002|2019-11-21
GRS135003002,2020-07-20,equal_weight_mean,-0.18823529411764706,-0.19452319099871204,0.005442623908941984,False,GRS135003002|2020-07-20
GRS135003002,2021-01-12,equal_weight_mean,-0.19718309859154926,-0.20559520239259396,0.0001498558692708584,False,GRS135003002|2021-01-12
GRS135003002,2021-10-01,equal_weight_mean,-0.1282051282051282,-0.138171736169768,0.004382115267068114,False,GRS135003002|2021-10-01
GRS135003002,2022-05-13,equal_weight_mean,-0.11904761904761907,-0.13493754988858941,0.013941394612584397,False,GRS135003002|2022-05-13
GRS135003002,2022-06-22,equal_weight_mean,-0.10975609756097571,-0.11082627856361829,0.001695113427583754,False,GRS135003002|2022-06-22
GRS135003002,2022-10-13,equal_weight_mean,-0.1428571428571429,-0.14296821003701543,-0.0009519523435745091,False,GRS135003002|2022-10-13
GRS137003000,2019-12-06,equal_weight_mean,-0.05454545454545445,-0.052919640649749314,-0.0037880536686522815,False,GRS137003000|2019-12-06
GRS137003000,2020-02-03,equal_weight_mean,-0.05699481865284972,-0.05580751203894522,-0.0026884811594036647,False,GRS137003000|2020-02-03
GRS137003000,2020-03-09,equal_weight_mean,-0.1383647798742138,-0.07936993593664526,-0.1141753227776122,True,GRS137003000|2020-03-09
GRS137003000,2020-05-15,equal_weight_mean,-0.05633802816901401,-0.05779695116927769,0.002104827326851157,False,GRS137003000|2020-05-15
GRS137003000,2020-09-10,equal_weight_mean,-0.08860759493670889,-0.09268528538759954,0.004416720670182418,False,GRS137003000|2020-09-10
GRS137003000,2020-10-13,equal_weight_mean,-0.060810810810810856,-0.061723957389100005,0.0009429437836613485,False,GRS137003000|2020-10-13
GRS137003000,2021-04-30,equal_weight_mean,-0.07812206572769953,-0.07441986364920007,-0.004408745652237567,False,GRS137003000|2021-04-30
GRS137003000,2022-03-08,equal_weight_mean,-0.10356832027850305,-0.05403756570489002,-0.05516888344924174,True,GRS137003000|2022-03-08
GRS137003000,2022-10-05,equal_weight_mean,-0.06299212598425208,-0.060358592652685006,-0.002741310338454254,False,GRS137003000|2022-10-05
GRS144003001,2020-02-24,equal_weight_mean,-0.0792452830188679,-0.04284353669893438,-0.08323609402569714,True,GRS144003001|2020-02-24
GRS144003001,2020-03-27,equal_weight_mean,-0.07142857142857151,-0.050527194192495004,-0.02321123062753938,True,GRS144003001|2020-03-27
GRS144003001,2020-10-13,equal_weight_mean,-0.06609808102345405,-0.0659425655468649,0.0009429437836613485,False,GRS144003001|2020-10-13
GRS144003001,2021-04-16,equal_weight_mean,-0.05714285714285716,-0.053386419843875224,-0.0034129074706378657,False,GRS144003001|2021-04-16
GRS144003001,2021-05-18,equal_weight_mean,-0.05990783410138245,-0.06312644471497546,0.005040977499691928,False,GRS144003001|2021-05-18
GRS144003001,2021-09-27,equal_weight_mean,-0.060869565217391175,-0.06257996859942215,0.002994055467187384,False,GRS144003001|2021-09-27
GRS144003001,2022-06-10,equal_weight_mean,-0.05991735537190079,-0.04330879242111073,-0.015329677180940448,False,GRS144003001|2022-06-10
GRS144003001,2022-08-05,equal_weight_mean,-0.09917355371900827,-0.09172604455745005,-0.007122458274059677,False,GRS144003001|2022-08-05
GRS145003000,2020-02-24,equal_weight_mean,-0.13563501849568427,-0.04858459165662456,-0.08323609402569714,True,GRS145003000|2020-02-24
GRS145003000,2021-02-19,equal_weight_mean,-0.06439854191980565,-0.06867203863459583,0.0023873942547661133,False,GRS145003000|2021-02-19
GRS147233001,2020-03-06,equal_weight_mean,-0.0864864864864866,-0.054112190668073976,-0.0475303646864642,True,GRS147233001|2020-03-06
GRS147233001,2020-04-15,equal_weight_mean,-0.07096774193548394,-0.05580746699919906,-0.01374029487860464,False,GRS147233001|2020-04-15
GRS147233001,2020-09-22,equal_weight_mean,-0.060810810810810856,-0.05477580600265079,-0.004257168178790052,False,GRS147233001|2020-09-22
GRS147233001,2021-05-17,equal_weight_mean,-0.05277777777777781,-0.05717308616842304,0.005274244901789496,False,GRS147233001|2021-05-17
GRS147233001,2022-07-26,equal_weight_mean,-0.05362776025236593,-0.05495570017577275,0.00134624707967486,False,GRS147233001|2022-07-26
GRS148003015,2020-01-07,equal_weight_mean,-0.10144927536231874,-0.10571510979785054,0.006306922366020384,False,GRS148003015|2020-01-07
GRS148003015,2020-03-24,equal_weight_mean,-0.09999999999999998,-0.1304453739058638,0.03824395556687986,False,GRS148003015|2020-03-24
GRS148003015,2020-05-01,equal_weight_mean,-0.17218045112781966,-0.17238583961943366,-0.001343123409517538,False,GRS148003015|2020-05-01
GRS148003015,2021-06-18,equal_weight_mean,-0.10946745562130178,-0.09853199303818562,-0.010279854986499892,False,GRS148003015|2021-06-18
GRS148003015,2022-03-08,equal_weight_mean,-0.14053075995174902,-0.06432692457005362,-0.05516888344924174,True,GRS148003015|2022-03-08
GRS148003015,2022-09-27,equal_weight_mean,-0.07608695652173925,-0.08205654221717137,0.0034827752935388586,False,GRS148003015|2022-09-27
GRS165063009,2019-09-16,equal_weight_mean,-0.1071428571428571,-0.11042927090904918,0.00414683583861815,False,GRS165063009|2019-09-16
GRS165063009,2020-03-13,equal_weight_mean,-0.09999999999999998,-0.10976151585281019,0.00778906840498531,False,GRS165063009|2020-03-13
GRS165063009,2021-04-19,equal_weight_mean,-0.11570247933884292,-0.10432010761858249,-0.017348001651541184,False,GRS165063009|2021-04-19
GRS184003002,2020-04-23,equal_weight_mean,-0.20000000000000007,-0.21293237231599127,0.015493759246009063,False,GRS184003002|2020-04-23
GRS184003002,2020-06-08,equal_weight_mean,-0.20708661417322838,-0.20243508235235863,-0.00970820123032526,False,GRS184003002|2020-06-08
GRS184003002,2021-10-06,equal_weight_mean,-0.19000000000000006,-0.19324523661560591,-0.004741435004583045,False,GRS184003002|2021-10-06
GRS184003002,2022-05-05,equal_weight_mean,-0.19213973799126638,-0.18585210795054943,-0.016422307305980988,False,GRS184003002|2022-05-05
GRS184003002,2022-06-02,equal_weight_mean,-0.1807909604519774,-0.18028049898176612,-0.0069459124742174685,False,GRS184003002|2022-06-02
GRS191213008,2020-03-05,equal_weight_mean,-0.299660441426146,-0.1965186691639129,-0.050544427057753125,True,GRS191213008|2020-03-05
GRS191213008,2020-04-10,equal_weight_mean,-0.18688118811881194,-0.14668159165522635,-0.019849226735044107,False,GRS191213008|2020-04-10
GRS191213008,2020-09-08,equal_weight_mean,-0.1461187214611871,-0.1200678198322149,-0.011916646137886025,False,GRS191213008|2020-09-08
GRS191213008,2021-07-16,equal_weight_mean,-0.14093959731543626,-0.146971352981554,0.005299149838701888,False,GRS191213008|2021-07-16
GRS191213008,2021-10-13,equal_weight_mean,-0.10322580645161294,-0.09827789620138651,-0.0024035696276372078,False,GRS191213008|2021-10-13
GRS191213008,2022-07-25,equal_weight_mean,-0.05697674418604648,-0.058389552114342255,-0.00031327892617995484,False,GRS191213008|2022-07-25
GRS204003008,2019-08-16,equal_weight_mean,-0.05802562170308978,-0.03879910248251564,-0.026796266553384334,True,GRS204003008|2019-08-16
GRS204003008,2020-02-28,equal_weight_mean,-0.0850253807106599,-0.04952218344332589,-0.04096094960148619,True,GRS204003008|2020-02-28
GRS204003008,2022-02-24,equal_weight_mean,-0.1282051282051282,-0.11569800594049832,-0.06641067449120308,True,GRS204003008|2022-02-24
GRS204003008,2022-05-09,equal_weight_mean,-0.06743185078909608,-0.06166437752989398,-0.007428115769240935,False,GRS204003008|2022-05-09
GRS204003008,2022-08-30,equal_weight_mean,-0.05538922155688619,-0.049453144490928636,-0.006476741407878886,False,GRS204003008|2022-08-30
GRS208303008,2019-08-15,equal_weight_mean,-0.07732558139534884,-0.08961636631599443,0.022757089978103322,False,GRS208303008|2019-08-15
GRS208303008,2019-10-02,equal_weight_mean,-0.07308970099667766,-0.06889256916949844,-0.022763006032528284,False,GRS208303008|2019-10-02
GRS208303008,2020-02-27,equal_weight_mean,-0.09615384615384615,-0.06906886301128248,-0.035414450055596236,True,GRS208303008|2020-02-27
GRS208303008,2022-10-24,equal_weight_mean,-0.08533333333333326,-0.09205384912525442,0.0070473350282472536,False,GRS208303008|2022-10-24
GRS213213002,2020-01-22,equal_weight_mean,-0.20945945945945954,-0.22598968168360067,0.007832185043984337,False,GRS213213002|2020-01-22
GRS213213002,2020-04-17,equal_weight_mean,-0.08333333333333326,-0.07775424386904906,-0.002384944139297587,False,GRS213213002|2020-04-17
GRS213213002,2021-03-25,equal_weight_mean,-0.06761904761904769,-0.05273023296287426,-0.007421636125231857,False,GRS213213002|2021-03-25
GRS213213002,2021-06-01,equal_weight_mean,-0.10731707317073158,-0.11418964043606931,0.0032978323461352443,False,GRS213213002|2021-06-01
GRS222213001,2019-09-30,equal_weight_mean,-0.18055555555555558,-0.17527435772890654,-0.00345039056072201,True,GRS222213001|2019-09-30
GRS222213001,2020-02-27,equal_weight_mean,-0.13901345291479827,-0.07280199585515733,-0.035414450055596236,True,GRS222213001|2020-02-27
GRS222213001,2020-06-26,equal_weight_mean,-0.08418367346938782,-0.06669154668388962,-0.009436866406350006,False,GRS222213001|2020-06-26
GRS222213001,2022-06-16,equal_weight_mean,-0.08799999999999997,-0.052843504107268714,-0.02554455285454856,False,GRS222213001|2022-06-16
GRS222213001,2022-08-17,equal_weight_mean,-0.050387596899224785,-0.05116686579316191,0.000621568107245269,False,GRS222213001|2022-08-17
GRS237003009,2021-05-06,equal_weight_mean,-0.15849056603773592,-0.1587201926760848,-0.0031175425784820783,False,GRS237003009|2021-05-06
GRS237003009,2022-03-04,equal_weight_mean,-0.20394736842105265,-0.1714654098473124,-0.030315412080060947,False,GRS237003009|2022-03-04
GRS239003007,2020-02-27,equal_weight_mean,-0.08446866485013627,-0.04957194426453892,-0.035414450055596236,True,GRS239003007|2020-02-27
GRS239003007,2020-05-11,equal_weight_mean,-0.06951871657754016,-0.06295794378175355,-0.0060739207648848655,False,GRS239003007|2020-05-11
GRS239003007,2021-09-10,equal_weight_mean,-0.056831922611849994,-0.06045464233283132,-0.0005015677453647526,False,GRS239003007|2021-09-10
GRS239003007,2022-04-14,equal_weight_mean,-0.06779661016949157,-0.06973700616090016,0.0017716860115719701,False,GRS239003007|2022-04-14
GRS240003012,2020-03-06,equal_weight_mean,-0.09999999999999998,-0.09955811234358458,-0.0475303646864642,True,GRS240003012|2020-03-06
GRS240003012,2020-05-07,equal_weight_mean,-0.09444444444444455,-0.09551002212774817,0.003691018621207675,False,GRS240003012|2020-05-07
GRS240003012,2020-07-28,equal_weight_mean,-0.09473684210526312,-0.09670503671319179,0.004464244518494666,False,GRS240003012|2020-07-28
GRS240003012,2021-12-01,equal_weight_mean,-0.08633093525179869,-0.09406886731217395,0.01156530295293499,False,GRS240003012|2021-12-01
GRS240003012,2022-02-24,equal_weight_mean,-0.07758620689655171,-0.04558758206134382,-0.06641067449120308,True,GRS240003012|2022-02-24
GRS240003012,2022-06-16,equal_weight_mean,-0.0708333333333333,-0.052912268870598925,-0.02554455285454856,False,GRS240003012|2022-06-16
GRS240003012,2022-10-03,equal_weight_mean,-0.05882352941176472,-0.06005451667683655,0.0035920922390763757,False,GRS240003012|2022-10-03
